source,target,rating,timestamp,datetime,prev_txn_time,time_diff_sec,sender_txn_count,receiver_txn_count,sender_avg_rating,receiver_avg_rating,unique_receivers
1,51,1,1304355928,2011-05-02 17:05:28,29:19.6,257767.9445,52,1,2.057692308,1,52
1,384,1,1304359309,2011-05-02 18:01:49,05:27.5,3381.54093,53,1,2.037735849,1,53
1,399,1,1304368646,2011-05-02 20:37:26,01:49.1,9336.96475,54,1,2.018518519,1,54
1,438,1,1304488105,2011-05-04 05:48:25,37:26.0,119458.4848,55,1,2,1,55
1,442,1,1304533793,2011-05-04 18:29:53,48:24.5,45688.2032,56,1,1.982142857,1,56
1,144,5,1304552018,2011-05-04 23:33:38,29:52.7,18225.219,57,1,2.035087719,5,57
1,219,3,1304563248,2011-05-05 02:40:48,33:37.9,11229.72693,58,1,2.051724138,3,58
1,47,3,1304570103,2011-05-05 04:35:03,40:47.7,6855.47374,59,1,2.06779661,3,59
1,320,3,1304579354,2011-05-05 07:09:14,35:03.1,9250.91347,60,1,2.083333333,3,60
1,464,1,1304659252,2011-05-06 05:20:52,09:14.1,79897.891,61,1,2.06557377,1,61
1,431,1,1304699104,2011-05-06 16:25:04,20:52.0,39851.69585,62,1,2.048387097,1,62
1,486,1,1304845773,2011-05-08 09:09:33,25:03.6,146669.179,63,1,2.031746032,1,63
1,416,1,1304874495,2011-05-08 17:08:15,09:32.8,28722.6091,64,1,2.015625,1,64
1,505,1,1305009175,2011-05-10 06:32:55,08:15.4,134679.6172,65,1,2,1,65
1,421,2,1305062650,2011-05-10 21:24:10,32:55.1,53475.09451,66,1,2,2,66
1,80,2,1305064091,2011-05-10 21:48:11,24:10.1,1440.67678,67,1,2,2,67
1,29,4,1305071802,2011-05-10 23:56:42,48:10.8,7710.73299,68,1,2.029411765,4,68
1,511,1,1305072251,2011-05-11 00:04:11,56:41.6,449.6921299,69,1,2.014492754,1,69
1,494,1,1305091692,2011-05-11 05:28:12,04:11.2,19440.99812,70,1,2,1,70
1,534,5,1305254868,2011-05-13 02:47:48,28:12.2,163175.5428,71,1,2.042253521,5,71
1,537,1,1305267250,2011-05-13 06:14:10,47:47.8,12382.37674,72,1,2.027777778,1,72
1,563,1,1305438447,2011-05-15 05:47:27,14:10.2,171196.4608,73,1,2.01369863,1,73
1,567,1,1305443882,2011-05-15 07:18:02,47:26.6,5435.15323,74,1,2,1,74
1,569,1,1305447852,2011-05-15 08:24:12,18:01.8,3969.75019,75,1,1.986666667,1,75
1,215,1,1305509119,2011-05-16 01:25:19,24:11.5,61267.68022,76,1,1.973684211,1,76
1,579,1,1305600755,2011-05-17 02:52:35,25:19.2,91636.0869,77,1,1.961038961,1,77
1,61,5,1306083436,2011-05-22 16:57:16,52:35.3,482680.5016,78,1,2,5,78
1,266,1,1306094216,2011-05-22 19:56:56,57:15.8,10779.82708,79,1,1.987341772,1,79
1,21,6,1306120947,2011-05-23 03:22:27,56:55.6,26731.75267,80,1,2.0375,6,80
1,630,2,1306124744,2011-05-23 04:25:44,22:27.4,3796.70563,81,1,2.037037037,2,81
1,677,1,1306132108,2011-05-23 06:28:28,25:44.1,7364.23251,82,1,2.024390244,1,82
1,695,1,1306336012,2011-05-25 15:06:52,28:28.3,203904.1036,83,1,2.012048193,1,83
1,672,-5,1306513050,2011-05-27 16:17:30,06:52.4,177037.4434,84,1,1.928571429,-5,84
1,773,1,1306939155,2011-06-01 14:39:15,17:29.9,426105.3735,85,1,1.917647059,1,85
1,647,2,1306939892,2011-06-01 14:51:32,39:15.2,737.2381799,86,1,1.918604651,2,86
1,396,4,1307049475,2011-06-02 21:17:55,51:32.5,109582.6626,87,1,1.942528736,4,87
1,353,5,1307051395,2011-06-02 21:49:55,17:55.1,1920.18582,88,1,1.977272727,5,88
1,9,2,1307079555,2011-06-03 05:39:15,49:55.3,28159.55042,89,1,1.97752809,2,89
1,779,1,1307117326,2011-06-03 16:08:46,39:14.9,37770.8847,90,1,1.966666667,1,90
1,545,1,1307327005,2011-06-06 02:23:25,08:45.8,209678.9556,91,1,1.956043956,1,91
1,1134,1,1308060193,2011-06-14 14:03:13,23:24.7,733188.5643,92,1,1.945652174,1,92
1,3,6,1308241841,2011-06-16 16:30:41,03:13.3,181647.9935,93,1,1.989247312,6,93
1,8,7,1308241905,2011-06-16 16:31:45,30:41.3,63.67675996,94,1,2.042553191,7,94
1,197,8,1308241991,2011-06-16 16:33:11,31:44.9,85.92939997,95,1,2.105263158,8,95
1,60,8,1308241998,2011-06-16 16:33:18,33:10.9,6.771300077,96,1,2.166666667,8,96
1,41,8,1308242002,2011-06-16 16:33:22,33:17.6,4.15982008,97,1,2.226804124,8,97
1,39,8,1308242007,2011-06-16 16:33:27,33:21.8,5.409319878,98,1,2.285714286,8,98
1,33,7,1308242022,2011-06-16 16:33:42,33:27.2,15.2613101,99,1,2.333333333,7,99
1,6,8,1308242031,2011-06-16 16:33:51,33:42.5,8.176249981,100,1,2.39,8,100
1,10,7,1308242058,2011-06-16 16:34:18,33:50.7,26.96116996,101,1,2.435643564,7,101
1,270,5,1308316798,2011-06-17 13:19:58,34:17.6,74740.10906,102,1,2.460784314,5,102
1,539,1,1309065237,2011-06-26 05:13:57,19:57.7,748438.9592,103,1,2.446601942,1,103
1,522,2,1311199990,2011-07-20 22:13:10,13:56.7,2134753.566,104,1,2.442307692,2,104
1,882,1,1311286703,2011-07-21 22:18:23,13:10.3,86712.6513,105,1,2.428571429,1,105
1,861,1,1311538217,2011-07-24 20:10:17,18:22.9,251514.0522,106,1,2.41509434,1,106
1,1369,1,1311653853,2011-07-26 04:17:33,10:17.0,115635.8772,107,1,2.401869159,1,107
1,1010,2,1312252188,2011-08-02 02:29:48,17:32.8,598335.5337,108,1,2.398148148,2,108
1,309,2,1312557814,2011-08-05 15:23:34,29:48.4,305625.626,109,1,2.394495413,2,109
1,1447,1,1315028115,2011-09-03 05:35:15,23:34.0,2470301.446,110,1,2.381818182,1,110
1,1541,3,1320536477,2011-11-05 23:41:17,35:15.4,5508361.813,111,1,2.387387387,3,111
1,1557,1,1320692084,2011-11-07 18:54:44,41:17.3,155606.9834,112,1,2.375,1,112
1,1386,5,1320897150,2011-11-10 03:52:30,54:44.2,205065.9826,113,1,2.398230088,5,113
1,134,3,1321212291,2011-11-13 19:24:51,52:30.2,315140.4701,114,1,2.403508772,3,114
1,350,1,1321218986,2011-11-13 21:16:26,24:50.7,6694.92657,115,1,2.391304348,1,115
1,1353,2,1321484569,2011-11-16 23:02:49,16:25.6,265583.113,116,1,2.387931034,2,116
1,178,7,1323560233,2011-12-10 23:37:13,02:48.7,2075664.215,117,1,2.427350427,7,117
1,592,3,1324013224,2011-12-16 05:27:04,37:12.9,452991.276,118,1,2.43220339,3,118
1,57,6,1325731951,2012-01-05 02:52:31,27:04.2,1718727.157,119,1,2.462184874,6,119
1,1555,1,1326396349,2012-01-12 19:25:49,52:31.4,664397.6929,120,1,2.45,1,120
1,36,3,1326840244,2012-01-17 22:44:04,25:49.1,443895.3833,121,1,2.454545455,3,121
1,1727,1,1326863467,2012-01-18 05:11:07,44:04.5,23222.62228,122,1,2.442622951,1,122
1,1352,3,1327446649,2012-01-24 23:10:49,11:07.1,583182.372,123,1,2.447154472,3,123
1,1487,2,1327604119,2012-01-26 18:55:19,10:49.4,157469.9609,124,1,2.443548387,2,124
1,120,3,1327641204,2012-01-27 05:13:24,55:19.4,37084.39595,125,1,2.448,3,125
1,1749,1,1327700513,2012-01-27 21:41:53,13:23.8,59309.34463,126,1,2.436507937,1,126
1,1693,2,1329181545,2012-02-14 01:05:45,41:53.1,1481031.804,127,1,2.433070866,2,127
1,1245,1,1329521010,2012-02-17 23:23:30,05:45.0,339465.4152,128,1,2.421875,1,128
1,1281,1,1329682463,2012-02-19 20:14:23,23:30.4,161452.5542,129,1,2.410852713,1,129
1,304,3,1330495191,2012-02-29 05:59:51,14:22.9,812728.5492,130,1,2.415384615,3,130
1,1802,1,1330664417,2012-03-02 05:00:17,59:51.5,169225.2282,131,1,2.404580153,1,131
1,823,3,1331013157,2012-03-06 05:52:37,00:16.7,348740.12,132,1,2.409090909,3,132
1,540,1,1331067540,2012-03-06 20:59:00,52:36.8,54383.07927,133,1,2.398496241,1,133
1,1714,2,1331525944,2012-03-12 04:19:04,58:59.9,458404.4691,134,1,2.395522388,2,134
1,1316,5,1331930345,2012-03-16 20:39:05,19:04.4,404401.0661,135,1,2.414814815,5,135
1,1860,1,1332460768,2012-03-22 23:59:28,39:05.4,530422.5823,136,1,2.404411765,1,136
1,1053,2,1333326244,2012-04-02 00:24:04,59:28.0,865476.2287,137,1,2.401459854,2,137
1,1753,-10,1333403160,2012-04-02 21:46:00,24:04.2,76915.54129,138,1,2.311594203,-10,138
1,1201,8,1333421158,2012-04-03 02:45:58,45:59.8,17998.61821,139,1,2.352517986,8,139
1,1366,3,1333511733,2012-04-04 03:55:33,45:58.4,90574.70907,140,1,2.357142857,3,140
1,1944,2,1333598594,2012-04-05 04:03:14,55:33.1,86861.34077,141,1,2.354609929,2,141
1,1363,6,1333599170,2012-04-05 04:12:50,03:14.5,575.9297502,142,1,2.38028169,6,142
1,1921,1,1335904475,2012-05-01 20:34:35,12:50.4,2305304.329,143,1,2.370629371,1,143
1,1701,5,1336016018,2012-05-03 03:33:38,34:34.7,111543.1434,144,1,2.388888889,5,144
1,1317,5,1336107394,2012-05-04 04:56:34,33:37.9,91375.68982,145,1,2.406896552,5,145
1,1656,6,1336230301,2012-05-05 15:05:01,56:33.5,122907.5036,146,1,2.431506849,6,146
1,1899,1,1336449240,2012-05-08 03:54:00,05:01.0,218938.9069,147,1,2.421768707,1,147
1,2046,4,1336494115,2012-05-08 16:21:55,54:00.0,44875.37218,148,1,2.432432432,4,148
1,2123,3,1338748836,2012-06-03 18:40:36,21:55.3,2254720.958,149,1,2.436241611,3,149
1,2124,1,1338778777,2012-06-04 02:59:37,40:36.3,29940.60799,150,1,2.426666667,1,150
1,1771,-10,1339444338,2012-06-11 19:52:18,59:36.9,665561.4377,151,1,2.344370861,-10,151
1,2142,3,1340901839,2012-06-28 16:43:59,52:18.3,1457500.307,152,1,2.348684211,3,152
1,2096,-10,1341116253,2012-07-01 04:17:33,43:58.6,214414.0728,153,1,2.267973856,-10,153
1,2322,2,1342637362,2012-07-18 18:49:22,17:32.7,1521109.432,154,1,2.266233766,2,154
1,729,2,1342985886,2012-07-22 19:38:06,49:22.1,348524.0585,155,1,2.264516129,2,155
1,2341,1,1343106886,2012-07-24 05:14:46,38:06.2,120999.7507,156,1,2.256410256,1,156
1,1585,2,1343107075,2012-07-24 05:17:55,14:46.0,188.80369,157,1,2.25477707,2,157
1,4,10,1343107173,2012-07-24 05:19:33,17:54.8,98.51722002,158,1,2.303797468,10,158
1,171,2,1343357725,2012-07-27 02:55:25,19:33.3,250551.3727,159,1,2.301886792,2,159
1,143,5,1344980398,2012-08-14 21:39:58,55:24.6,1622673.39,160,1,2.31875,5,160
1,492,1,1345075710,2012-08-16 00:08:30,39:58.0,95311.47054,161,1,2.310559006,1,161
1,2455,1,1345437550,2012-08-20 04:39:10,08:29.5,361840.4847,162,1,2.302469136,1,162
1,635,3,1345650003,2012-08-22 15:40:03,39:10.0,212453.3916,163,1,2.306748466,3,163
1,2410,-10,1345780384,2012-08-24 03:53:04,40:03.4,130380.7991,164,1,2.231707317,-10,164
1,2471,-10,1345780392,2012-08-24 03:53:12,53:04.2,7.839629889,165,1,2.157575758,-10,165
1,2034,1,1346349636,2012-08-30 18:00:36,53:12.0,569243.8797,166,1,2.15060241,1,166
1,2484,1,1349635337,2012-10-07 18:42:17,00:35.9,3285701.241,167,1,2.143712575,1,167
1,2761,1,1350077135,2012-10-12 21:25:35,42:17.1,441797.524,168,1,2.136904762,1,168
1,125,2,1354515267,2012-12-03 06:14:27,25:34.7,4438132.094,169,1,2.136094675,2,169
1,1815,2,1355268338,2012-12-11 23:25:38,14:26.8,753071.0376,170,1,2.135294118,2,170
1,1217,1,1361284724,2013-02-19 14:38:44,25:37.8,6016386.389,171,1,2.128654971,1,171
1,3417,2,1361468204,2013-02-21 17:36:44,38:44.2,183479.5151,172,1,2.127906977,2,172
1,330,5,1361775787,2013-02-25 07:03:07,36:43.7,307582.8913,173,1,2.144508671,5,173
1,1620,4,1362080981,2013-02-28 19:49:41,03:06.6,305194.3174,174,1,2.155172414,4,174
1,308,3,1362524311,2013-03-05 22:58:31,49:40.9,443329.7513,175,1,2.16,3,175
1,3719,1,1363893765,2013-03-21 19:22:45,58:30.7,1369453.961,176,1,2.153409091,1,176
1,1508,1,1367549395,2013-05-03 02:49:55,22:44.6,3655630.352,177,1,2.146892655,1,177
1,1810,3,1375802128,2013-08-06 15:15:28,49:55.0,8252733.029,178,1,2.151685393,3,178
1,2125,5,1376411537,2013-08-13 16:32:17,15:28.0,609408.7026,179,1,2.167597765,5,179
1,1565,3,1376656259,2013-08-16 12:30:59,32:16.7,244722.5868,180,1,2.172222222,3,180
1,4458,1,1376679281,2013-08-16 18:54:41,30:59.3,23021.75395,181,1,2.165745856,1,181
1,3527,2,1376689792,2013-08-16 21:49:52,54:41.0,10510.71365,182,1,2.164835165,2,182
1,159,2,1376689838,2013-08-16 21:50:38,49:51.8,46.58360004,183,1,2.163934426,2,183
1,1953,2,1376689868,2013-08-16 21:51:08,50:38.3,29.31980991,184,1,2.163043478,2,184
1,2642,1,1376689874,2013-08-16 21:51:14,51:07.7,6.368090153,185,1,2.156756757,1,185
1,2045,1,1376689918,2013-08-16 21:51:58,51:14.0,43.72743988,186,1,2.150537634,1,186
1,2388,1,1376690461,2013-08-16 22:01:01,51:57.8,543.08934,187,1,2.144385027,1,187
1,2266,1,1376861513,2013-08-18 21:31:53,01:00.8,171052.5886,188,1,2.138297872,1,188
1,2303,1,1376861566,2013-08-18 21:32:46,31:53.4,52.60035992,189,1,2.132275132,1,189
1,202,1,1376861617,2013-08-18 21:33:37,32:46.0,50.73586011,190,1,2.126315789,1,190
1,1566,2,1376861713,2013-08-18 21:35:13,33:36.8,96.18106985,191,1,2.12565445,2,191
1,2175,1,1381943077,2013-10-16 17:04:37,35:13.0,5081363.82,192,1,2.119791667,1,192
1,481,1,1385402012,2013-11-25 17:53:32,04:36.8,3458935.04,193,1,2.113989637,1,193
1,1318,2,1385534417,2013-11-27 06:40:17,53:31.8,132405.2906,194,1,2.113402062,2,194
1,4172,1,1387229169,2013-12-16 21:26:09,40:17.1,1694751.648,195,1,2.107692308,1,195
1,4559,1,1387247686,2013-12-17 02:34:46,26:08.8,18517.2879,196,1,2.102040816,1,196
1,703,1,1392872603,2014-02-20 05:03:23,34:46.0,5624917.341,197,1,2.096446701,1,197
1,4857,2,1393114487,2014-02-23 00:14:47,03:23.4,241883.1795,198,1,2.095959596,2,198
1,5418,2,1393122218,2014-02-23 02:23:38,14:46.6,7731.34977,199,1,2.095477387,2,199
1,4291,2,1393133776,2014-02-23 05:36:16,23:37.9,11558.48681,200,1,2.095,2,200
1,3319,1,1393270823,2014-02-24 19:40:23,36:16.4,137046.3258,201,1,2.089552239,1,201
1,1396,4,1393291669,2014-02-25 01:27:49,40:22.7,20846.19278,202,1,2.099009901,4,202
1,1615,9,1394508252,2014-03-11 03:24:12,27:48.9,1216582.938,203,1,2.133004926,9,203
1,4921,2,1396943518,2014-04-08 07:51:58,24:11.9,2435266.214,204,1,2.132352941,2,204
1,2067,1,1397797784,2014-04-18 05:09:44,51:58.1,854266.3879,205,1,2.126829268,1,205
1,115,1,1398368138,2014-04-24 19:35:38,09:44.5,570353.6466,206,1,2.121359223,1,206
1,3919,1,1402018237,2014-06-06 01:30:37,35:38.1,3650098.614,207,1,2.115942029,1,207
1,192,3,1409525335,2014-08-31 22:48:55,30:36.7,7507098.72,208,1,2.120192308,3,208
1,5689,2,1410575569,2014-09-13 02:32:49,48:55.4,1050233.719,209,1,2.119617225,2,209
1,35,4,1411966327,2014-09-29 04:52:07,32:49.2,1390758.246,210,1,2.128571429,4,210
1,1383,-10,1411966352,2014-09-29 04:52:32,52:07.4,24.39301014,211,1,2.071090047,-10,211
1,62,-5,1411966421,2014-09-29 04:53:41,52:31.8,69.29993987,212,1,2.037735849,-5,212
1,905,-5,1411966511,2014-09-29 04:55:11,53:41.1,90.04611015,213,1,2.004694836,-5,213
1,135,4,1411968389,2014-09-29 05:26:29,55:11.1,1877.76349,214,1,2.014018692,4,214
1,5925,2,1427161809,2015-03-24 01:50:09,26:28.9,15193419.8,215,1,2.013953488,2,215
2,21,5,1289370557,2010-11-10 06:29:17,0,0,1,2,5,5.5,1
2,20,5,1289370622,2010-11-10 06:30:22,29:16.8,65.40534997,2,2,5,3.5,2
2,4,5,1289771304,2010-11-14 21:48:24,30:22.2,400681.3246,3,2,5,7.5,3
2,54,2,1296769494,2011-02-03 21:44:54,48:23.5,6998190.795,4,2,4.25,1.5,4
2,132,2,1297102509,2011-02-07 18:15:09,44:54.3,333015.057,5,2,3.8,1.5,5
2,3,8,1297570107,2011-02-13 04:08:27,15:09.4,467597.9427,6,2,4.5,7,6
2,142,1,1297647974,2011-02-14 01:46:14,08:27.3,77866.46404,7,1,4,1,7
2,110,1,1297878331,2011-02-16 17:45:31,46:13.8,230357.2271,8,2,3.625,1,8
2,149,1,1298346435,2011-02-22 03:47:15,45:31.0,468104.1581,9,1,3.333333333,1,9
2,166,1,1298520616,2011-02-24 04:10:16,47:15.2,174180.4227,10,1,3.1,1,10
2,156,1,1298929715,2011-02-28 21:48:35,10:15.6,409099.6629,11,1,2.909090909,1,11
2,1,8,1299556897,2011-03-08 04:01:37,48:35.3,627181.8489,12,1,3.333333333,8,12
2,7,5,1301898700,2011-04-04 06:31:40,01:37.1,2341802.885,13,2,3.461538462,7,13
2,60,5,1301898705,2011-04-04 06:31:45,31:40.0,5.015290021,14,2,3.571428571,6.5,14
2,62,8,1301898738,2011-04-04 06:32:18,31:45.0,33.19921994,15,2,3.866666667,1.5,15
2,77,2,1301898760,2011-04-04 06:32:40,32:18.2,21.71424007,16,1,3.75,2,16
2,198,5,1304347196,2011-05-02 14:39:56,32:39.9,2448436.488,17,1,3.823529412,5,17
2,455,1,1305063765,2011-05-10 21:42:45,39:56.4,716568.9049,18,1,3.666666667,1,18
2,401,2,1305064402,2011-05-10 21:53:22,42:45.3,637.0804601,19,1,3.578947368,2,19
2,632,1,1305917102,2011-05-20 18:45:02,53:22.4,852699.6302,20,1,3.45,1,20
2,658,1,1305986187,2011-05-21 13:56:27,45:02.0,69084.60145,21,1,3.333333333,1,21
2,516,1,1306038670,2011-05-22 04:31:10,56:26.6,52483.34904,22,1,3.227272727,1,22
2,651,2,1306115048,2011-05-23 01:44:08,31:10.0,76377.87565,23,1,3.173913043,2,23
2,758,1,1306859587,2011-05-31 16:33:07,44:07.9,744539.5254,24,1,3.083333333,1,24
2,744,1,1306862212,2011-05-31 17:16:52,33:07.4,2624.63984,25,1,3,1,25
2,634,1,1307038480,2011-06-02 18:14:40,16:52.0,176267.6535,26,1,2.923076923,1,26
2,732,1,1307038484,2011-06-02 18:14:44,14:39.7,4.802360058,27,1,2.851851852,1,27
2,13,1,1307038832,2011-06-02 18:20:32,14:44.5,347.03896,28,2,2.785714286,2,28
2,779,1,1307137062,2011-06-03 21:37:42,20:31.5,98230.43391,29,2,2.724137931,1,29
2,654,3,1307189946,2011-06-04 12:19:06,37:42.0,52884.12496,30,1,2.733333333,3,30
2,202,2,1307592441,2011-06-09 04:07:21,19:06.1,402494.8384,31,2,2.709677419,1.5,31
2,832,-10,1311132603,2011-07-20 03:30:03,07:20.9,3540162.176,32,1,2.3125,-10,32
2,204,-1,1347122733,2012-09-08 16:45:33,30:03.1,35990130.34,33,1,2.212121212,-1,33
2,1363,8,1347122758,2012-09-08 16:45:58,45:33.4,24.19220996,34,2,2.382352941,7,34
2,167,8,1347122785,2012-09-08 16:46:25,45:57.6,27.65376997,35,1,2.542857143,8,35
2,39,8,1347122790,2012-09-08 16:46:30,46:25.3,5.062619925,36,2,2.694444444,8,36
2,223,8,1347122796,2012-09-08 16:46:36,46:30.3,5.764500141,37,2,2.837837838,7.5,37
2,245,8,1347122805,2012-09-08 16:46:45,46:36.1,9.179749966,38,2,2.973684211,4.5,38
2,178,3,1347122821,2012-09-08 16:47:01,46:45.3,16.16884995,39,2,2.974358974,5,39
2,23,5,1347122836,2012-09-08 16:47:16,47:01.5,14.05821991,40,2,3.025,5.5,40
2,135,2,1347122876,2012-09-08 16:47:56,47:15.5,40.22325015,41,2,3,3,41
2,6,5,1347122881,2012-09-08 16:48:01,47:55.7,5.049279928,42,2,3.047619048,6.5,42
2,3397,5,1359344943,2013-01-28 03:49:03,48:00.8,12222062.5,43,1,3.093023256,5,43
2,41,2,1363241047,2013-03-14 06:04:07,49:03.3,3896103.616,44,2,3.068181818,5,44
2,5929,8,1427727595,2015-03-30 14:59:55,04:06.9,64486547.75,45,1,3.177777778,8,45
4,3,7,1289245277,2010-11-08 19:41:17,0,0,1,3,7,7,1
4,26,1,1289641694,2010-11-13 09:48:14,41:17.4,396416.6205,2,1,4,1,2
4,6,5,1289770757,2010-11-14 21:39:17,48:14.0,129062.5127,3,3,4.333333333,6,3
4,31,1,1290197549,2010-11-19 20:12:29,39:16.5,426792.6279,4,2,3.5,1.5,4
4,57,5,1292795818,2010-12-19 21:56:58,12:29.1,2598269.211,5,2,3.8,5.5,5
4,61,2,1292823618,2010-12-20 05:40:18,56:58.3,27800.10459,6,2,3.5,3.5,6
4,66,2,1293050723,2010-12-22 20:45:23,40:18.4,227104.5573,7,1,3.285714286,2,7
4,72,4,1293523499,2010-12-28 08:04:59,45:23.0,472776.4829,8,1,3.375,4,8
4,41,1,1294081178,2011-01-03 18:59:38,04:59.5,557678.4117,9,3,3.111111111,3.666666667,9
4,87,1,1294300030,2011-01-06 07:47:10,59:37.9,218852.3318,10,1,2.9,1,10
4,39,1,1295416572,2011-01-19 05:56:12,47:10.2,1116541.279,11,3,2.727272727,5.666666667,11
4,282,2,1303175313,2011-04-19 01:08:33,56:11.5,7758741.045,12,1,2.666666667,2,12
4,202,8,1304275177,2011-05-01 18:39:37,08:32.6,1099864.039,13,3,3.076923077,3.666666667,13
4,125,2,1304277450,2011-05-01 19:17:30,39:36.6,2273.69652,14,2,3,2,14
4,19,6,1304288062,2011-05-01 22:14:22,17:30.3,10611.36107,15,2,3.2,6,15
4,2,6,1304313527,2011-05-02 05:18:47,14:21.6,25465.0565,16,2,3.375,7,16
4,466,1,1304651955,2011-05-06 03:19:15,18:46.7,338428.4185,17,1,3.235294118,1,17
4,455,2,1305034767,2011-05-10 13:39:27,19:15.1,382812.2216,18,2,3.166666667,1.5,18
