time_diff_sec,sender_txn_count,receiver_txn_count,sender_avg_rating,receiver_avg_rating,unique_receivers,svm_score,is_anomaly_svm,pca1_svm,pca2_svm
463044.024699926,28,1,2.607142857142857,6.0,28.0,1,0,-0.6593365472556646,1.5000755116315738
2379594.668869973,29,1,2.7586206896551726,7.0,29.0,1,0,-0.7757846285549806,1.8099989231107922
24652.369980096,30,1,2.7,1.0,30.0,1,0,-0.20901216701936154,0.33792421671553274
11631.816920042,31,1,2.6451612903225805,1.0,31.0,1,0,-0.18686031793958452,0.32758363108340194
3610.178759814,32,1,2.59375,1.0,32.0,1,0,-0.1651706669282878,0.31832087371094653
230306.097980022,33,1,2.5454545454545454,1.0,33.0,1,0,-0.14763305701711707,0.31225917081904314
375244.965530157,34,1,2.5588235294117645,3.0,34.0,1,0,-0.304370612428323,0.8032650245917835
42583.875849963,35,1,2.5142857142857142,1.0,35.0,1,0,-0.10943859568001947,0.3136015240841658
25799.610270023,36,1,2.4722222222222223,1.0,36.0,1,0,-0.08864640404716943,0.3070622600962258
193901.852390051,37,1,2.4324324324324325,1.0,37.0,1,0,-0.0711046784754586,0.3029901975223649
54494.264979839,38,1,2.421052631578948,2.0,38.0,1,0,-0.13610820093925372,0.544151242837174
157256.228610039,39,1,2.3846153846153846,1.0,39.0,1,0,-0.03350828459979452,0.30078938544967343
4069.608570099,40,1,2.35,1.0,40.0,1,0,-0.01133283672244166,0.29517120695793625
276069.831619978,41,1,2.317073170731707,1.0,41.0,1,0,0.0037611599571669286,0.2941633935720978
71354.577529907,42,1,2.2857142857142856,1.0,42.0,1,0,0.026409914102222255,0.28902619874615665
46265.566420078,43,1,2.255813953488372,1.0,43.0,1,0,0.04598413776967285,0.2860605740754765
34273.456239939,44,1,2.227272727272727,1.0,44.0,1,0,0.06519487709104778,0.28362960870061116
279998.737859964,45,1,2.2,1.0,45.0,1,0,0.0800861072834995,0.28406671505698233
194924.96442008,46,1,2.1739130434782608,1.0,46.0,1,0,0.1002088108961639,0.2816677550670425
129773.05009985,47,1,2.148936170212766,1.0,47.0,1,0,0.1198850679955132,0.2797945106269697
351.424720049,48,1,2.125,1.0,48.0,1,0,0.1404876156775814,0.2776136767124874
517775.773689985,49,1,2.122448979591837,2.0,49.0,1,0,0.06385287980268431,0.5277654078776058
30206.580070019,50,1,2.1,1.0,50.0,1,0,0.17446842337109814,0.2829087905928776
63665.838619948,51,1,2.07843137254902,1.0,51.0,1,0,0.19216685274381254,0.283010989408999
257767.944460152,52,1,2.0576923076923075,1.0,52.0,1,0,0.20716848219392042,0.28491261826998404
3381.540930034,53,1,2.037735849056604,1.0,53.0,1,0,0.2293545515642462,0.28272134737089916
9336.964749813,54,1,2.0185185185185186,1.0,54.0,1,0,0.24723743025535985,0.2832644528411103
119458.484830141,55,1,2.0,1.0,55.0,1,0,0.2633537227090117,0.285022700688931
45688.203199863,56,1,1.9821428571428568,1.0,56.0,1,0,0.28237795579151237,0.28520503598396546
18225.219000102,57,1,2.0350877192982457,5.0,57.0,1,0,-0.04470873706693887,1.2657683621923768
11229.726929903,58,1,2.0517241379310347,3.0,58.0,1,0,0.13814023600473335,0.797624172356195
6855.4737401,59,1,2.067796610169492,3.0,59.0,1,0,0.15226615836450055,0.8086685595615752
9250.91347003,60,1,2.083333333333333,3.0,60.0,1,0,0.1663419002470282,0.8196173378608574
79897.891000033,61,1,2.065573770491804,1.0,61.0,1,0,0.35175707020793356,0.3418899481158599
39851.695849895,62,1,2.048387096774193,1.0,62.0,1,0,0.37015996506639093,0.34259913393440666
146669.178960085,63,1,2.031746031746032,1.0,63.0,1,0,0.38612104289505383,0.344889479390222
28722.609099865,64,1,2.015625,1.0,64.0,1,0,0.40566845276499425,0.3451670290301364
134679.617160082,65,1,2.0,1.0,65.0,1,0,0.4215304892914218,0.3477542940416399
53475.094510078,66,1,2.0,2.0,66.0,1,0,0.35431780316832284,0.5928954716861025
1440.676779986,67,1,2.0,2.0,67.0,1,0,0.3710038069270145,0.598651801121421
7710.732990026,68,1,2.0294117647058822,4.0,68.0,1,0,0.2147304760807887,1.0931386861800312
449.692129851,69,1,2.0144927536231885,1.0,69.0,1,0,0.4854645375390076,0.3758464199467216
19440.998120069,70,1,2.0,1.0,70.0,1,0,0.5026106609763764,0.377934574573521
163175.54275012,71,1,2.0422535211267605,5.0,71.0,1,0,0.17393723463475516,1.3569383358816065
12382.376739979,72,1,2.0277777777777777,1.0,72.0,1,0,0.5313207618197548,0.3987277711577279
171196.460759878,73,1,2.0136986301369864,1.0,73.0,1,0,0.5461539038030595,0.40228948623220206
5435.153229952,74,1,2.0,1.0,74.0,1,0,0.5662071621118909,0.40283329842270627
3969.75019002,75,1,1.9866666666666664,1.0,75.0,1,0,0.5835560215494712,0.4050723290641554
61267.680220127,76,1,1.973684210526316,1.0,76.0,1,0,0.5999131149253636,0.4079838387532026
91636.086899996,77,1,1.9610389610389607,1.0,77.0,1,0,0.6166693248684083,0.41073676982847673
482680.501619815,78,1,2.0,5.0,78.0,1,0,0.28435233748526123,1.3911380616043065
10779.827080012,79,1,1.9873417721518989,1.0,79.0,1,0,0.64673995257693,0.4303747301338455
26731.752670049,80,1,2.0375,6.0,80.0,1,0,0.2348876187541019,1.6501862649560026
3796.705630064,81,1,2.037037037037037,2.0,81.0,1,0,0.5886398424344241,0.6974189562297521
7364.23251009,82,1,2.024390243902439,1.0,82.0,1,0,0.6902023872402662,0.46024644558686373
203904.103609801,83,1,2.0120481927710845,1.0,83.0,1,0,0.7042306950451549,0.46469404038267187
177037.443420171,84,1,1.9285714285714288,-5.0,84.0,1,0,1.2360215535766457,-0.9923810286375502
426105.373519898,85,1,1.9176470588235293,1.0,85.0,1,0,0.7428107566661524,0.45099740789300785
737.238179922,86,1,1.9186046511627908,2.0,86.0,1,0,0.681071602080908,0.693105004669151
109582.662550211,87,1,1.942528735632184,4.0,87.0,1,0,0.5237454503605424,1.1869332751248214
1920.185819864,88,1,1.9772727272727275,5.0,88.0,1,0,0.45309799761746383,1.442256133562135
28159.550420046,89,1,1.9775280898876404,2.0,89.0,1,0,0.7216014276902815,0.7298454944800764
37770.88470006,90,1,1.9666666666666663,1.0,90.0,1,0,0.8228674388781321,0.4932676281130435
209678.955619812,91,1,1.956043956043956,1.0,91.0,1,0,0.8371039081783376,0.49799400713973124
733188.564340115,92,1,1.9456521739130437,1.0,92.0,1,0,0.8456140822397156,0.5061827728792242
181647.993530035,93,1,1.989247311827957,6.0,93.0,1,0,0.44369251820565525,1.7185463706218713
63.676759958,94,1,2.042553191489361,7.0,94.0,1,0,0.37217938957813507,1.9787318132229925
85.929399967,95,1,2.1052631578947367,8.0,95.0,1,0,0.29667603262682524,2.243494754200423
6.771300077,96,1,2.1666666666666665,8.0,96.0,1,0,0.30569123867132,2.2681979152444556
4.15982008,97,1,2.2268041237113403,8.0,97.0,1,0,0.3148459960661269,2.292521496332287
5.409319878,98,1,2.2857142857142856,8.0,98.0,1,0,0.3241371733118655,2.3164764384422507
15.2613101,99,1,2.333333333333333,7.0,99.0,1,0,0.41905548262135833,2.097373297358916
8.176249981,100,1,2.39,8.0,100.0,1,0,0.3442246519188254,2.3603205637061233
26.961169959,101,1,2.435643564356436,7.0,101.0,1,0,0.43936250179101655,2.1406240787954265
74740.109060049,102,1,2.4607843137254903,5.0,102.0,1,0,0.6199409779444593,1.6758230704637354
748438.959239959,103,1,2.4466019417475726,1.0,103.0,1,0,0.9639241595371008,0.725657126036654
2134753.565979957,104,1,2.4423076923076925,2.0,104.0,1,0,0.8733957188725306,0.9836701388410588
86712.651299954,105,1,2.4285714285714284,1.0,105.0,1,0,1.0083427239602876,0.7263719734275476
251514.052240134,106,1,2.4150943396226414,1.0,106.0,1,0,1.0230118394114054,0.7301723240229695
115635.877199888,107,1,2.4018691588785046,1.0,107.0,1,0,1.0425279437219055,0.7311467366393012
598335.533659935,108,1,2.3981481481481484,2.0,108.0,1,0,0.9665863188809048,0.9806119063940731
305625.625960111,109,1,2.3944954128440368,2.0,109.0,1,0,0.9875806677718757,0.9829484030354516
2470301.4460001,110,1,2.381818181818182,1.0,110.0,1,0,1.0541079408348242,0.76662182230413
5508361.813319921,111,1,2.3873873873873874,3.0,111.0,1,0,0.8513307741721243,1.2832037719173215
155606.983449936,112,1,2.375,1.0,112.0,1,0,1.124079665478732,0.7547533927817889
205065.982620001,113,1,2.398230088495575,5.0,113.0,1,0,0.7990502730257866,1.7271327889096657
315140.470149994,114,1,2.4035087719298245,3.0,114.0,1,0,0.9812642047581441,1.2567065107723436
6694.926569938,115,1,2.391304347826087,1.0,115.0,1,0,1.172207944187092,0.7769895610526337
265583.112950087,116,1,2.3879310344827585,2.0,116.0,1,0,1.0998563716614036,1.024399358328713
2075664.215110064,117,1,2.427350427350427,7.0,117.0,1,0,0.66010953867323,2.2582986357188495
452991.276039838,118,1,2.4322033898305087,3.0,118.0,1,0,1.0392076004833541,1.2916904664384534
1718727.156949997,119,1,2.46218487394958,6.0,119.0,1,0,0.77807920681108,2.0381689042581956
664397.692860127,120,1,2.45,1.0,120.0,1,0,1.2342288969396933,0.8322608824535502
443895.383349895,121,1,2.4545454545454546,3.0,121.0,1,0,1.0843975706527966,1.3170895996141054
23222.622280121,122,1,2.442622950819672,1.0,122.0,1,0,1.2771295303158143,0.8363743257459205
583182.371999979,123,1,2.4471544715447155,3.0,123.0,1,0,1.1146459026636333,1.3287304527303885
157469.960920096,124,1,2.443548387096774,2.0,124.0,1,0,1.2221631036988954,1.0901311208967221
37084.39594984,125,1,2.448,3.0,125.0,1,0,1.1550906252146464,1.3362314475559764
59309.344630003,126,1,2.4365079365079363,1.0,126.0,1,0,1.3405938922410894,0.8599195172512826
1481031.803859949,127,1,2.4330708661417324,2.0,127.0,1,0,1.2493960507342363,1.118531716394352
339465.41524005,128,1,2.421875,1.0,128.0,1,0,1.3693636221634966,0.8707443176811466
161452.554170131,129,1,2.4108527131782944,1.0,129.0,1,0,1.3893178931879278,0.8719738668029232
812728.549249888,130,1,2.4153846153846152,3.0,130.0,1,0,1.225353687142066,1.365211326137861
169225.228150129,131,1,2.404580152671756,1.0,131.0,1,0,1.4215741285933752,0.8826815549654063
348740.119999886,132,1,2.409090909090909,3.0,132.0,1,0,1.2652610695436137,1.3713600849233687
54383.079270124,133,1,2.398496240601504,1.0,133.0,1,0,1.4557973737907508,0.8922626581204549
458404.469119787,134,1,2.3955223880597014,2.0,134.0,1,0,1.3810482934172428,1.1411930132038746
404401.066060067,135,1,2.414814814814815,5.0,135.0,1,0,1.1425058902093346,1.8717247708679248
530422.582309961,136,1,2.4044117647058822,1.0,136.0,1,0,1.494948435572148,0.9174089427416733
865476.228660106,137,1,2.4014598540145986,2.0,137.0,1,0,1.421315108559443,1.1656803383009193
76915.541290045,138,1,2.3115942028985508,-10.0,138.0,-1,1,2.472395806503874,-1.7386624854074573
17998.618209839,139,1,2.352517985611511,8.0,139.0,-1,1,0.965953038199683,2.5933150313977364
90574.709069967,140,1,2.357142857142857,3.0,140.0,1,0,1.401962548718563,1.4033314492880187
86861.340770007,141,1,2.354609929078014,2.0,141.0,1,0,1.502518419254995,1.1691268554817136
575.929750204,142,1,2.380281690140845,6.0,142.0,1,0,1.1794183607093962,2.1409297663721865
2305304.328689813,143,1,2.370629370629371,1.0,143.0,1,0,1.5808250658997742,0.9681980137803518
111543.143440008,144,1,2.388888888888889,5.0,144.0,1,0,1.2927183899898291,1.9174367960422911
91375.689820052,145,1,2.406896551724138,5.0,145.0,1,0,1.3068851673377315,1.9289101023183306
122907.503620147,146,1,2.4315068493150687,6.0,146.0,1,0,1.2351078449812756,2.1825320747043597
218938.906909943,147,1,2.421768707482993,1.0,147.0,1,0,1.6723343197549105,0.9884602286254391
44875.372179985,148,1,2.4324324324324325,4.0,148.0,1,0,1.4366980477842697,1.715241345430165
2254720.958420038,149,1,2.436241610738255,3.0,149.0,1,0,1.500659584729932,1.5043031353146277
29940.607990027,150,1,2.4266666666666667,1.0,150.0,1,0,1.7223809856990633,1.0068831081749887
665561.437699794,151,1,2.3443708609271523,-10.0,151.0,-1,1,2.6651575836568404,-1.641775807879553
1457500.307219983,152,1,2.348684210526316,3.0,152.0,1,0,1.5708491122291521,1.4890832132979808
214414.072840213,153,1,2.2679738562091503,-10.0,153.0,-1,1,2.7126526706868073,-1.6565619790059578
1521109.431959868,154,1,2.2662337662337664,2.0,154.0,1,0,1.6950431187022714,1.2377797500897672
348524.058470011,155,1,2.264516129032258,2.0,155.0,1,0,1.7300879416775998,1.232206592880916
120999.750669956,156,1,2.2564102564102564,1.0,156.0,1,0,1.8348922662448255,0.9941680862821322
188.803689957,157,1,2.254777070063694,2.0,157.0,1,0,1.7685033501776344,1.2384364500690965
98.51722002,158,1,2.3037974683544302,10.0,158.0,-1,1,1.1039227476187419,3.1767504081833877
250551.37266016,159,1,2.30188679245283,2.0,159.0,1,0,1.7908899825509312,1.2675210720647299
1622673.390239954,160,1,2.31875,5.0,160.0,1,0,1.5294955502783287,2.0110854585811624
95311.470540046,161,1,2.31055900621118,1.0,161.0,1,0,1.9084988726238103,1.0414786868022263
361840.484689952,162,1,2.302469135802469,1.0,162.0,1,0,1.9209195591808306,1.0478790331060033
212453.391639947,163,1,2.3067484662576687,3.0,163.0,1,0,1.7699648164558097,1.53331408157133
130380.799050093,164,1,2.231707317073171,-10.0,164.0,-1,1,2.892314085117715,-1.5994241113602594
7.839629889,165,1,2.1575757575757577,-10.0,165.0,-1,1,2.9185140805038596,-1.6166926901428282
569243.879660129,166,1,2.1506024096385543,1.0,166.0,1,0,1.9978147660471672,1.0292940255137017
3285701.240909815,167,1,2.143712574850299,1.0,167.0,1,0,1.9703806241751094,1.0596970968544943
441797.524000168,168,1,2.136904761904762,1.0,168.0,1,0,2.033089059123596,1.0364663494850206
4438132.094339847,169,1,2.136094674556213,2.0,169.0,1,0,1.8998561712817084,1.3207131451012961
753071.037590027,170,1,2.135294117647059,2.0,170.0,1,0,1.9755344844589058,1.291169646222578
6016386.388770104,171,1,2.128654970760234,1.0,171.0,1,0,1.9911511726603788,1.106559304210259
183479.515140056,172,1,2.127906976744186,2.0,172.0,1,0,2.017275635893847,1.2959708517593644
307582.891259909,173,1,2.1445086705202314,5.0,173.0,1,0,1.77614476276215,2.027413081838332
305194.317399979,174,1,2.155172413793104,4.0,174.0,1,0,1.8752116063162598,1.797185518261191
443329.751250028,175,1,2.16,3.0,175.0,1,0,1.972649109708891,1.566560869563637
1369453.961270094,176,1,2.153409090909091,1.0,176.0,1,0,2.14295216648196,1.1004440194056477
3655630.352259875,177,1,2.146892655367232,1.0,177.0,1,0,2.122452766807286,1.126806972216006
8252733.028510093,178,1,2.151685393258427,3.0,178.0,1,0,1.894484756462345,1.658200704182367
609408.702569962,179,1,2.1675977653631286,5.0,179.0,1,0,1.8637376630578033,2.0748124818256253
244722.58675003,180,1,2.172222222222222,3.0,180.0,1,0,2.053721775844389,1.5996081527886707
23021.753949881,181,1,2.165745856353591,1.0,181.0,1,0,2.2426221050054505,1.1224489985032975
10510.713649988,182,1,2.1648351648351647,2.0,182.0,1,0,2.1743969464016915,1.3679795109161967
46.583600044,183,1,2.1639344262295084,2.0,183.0,1,0,2.1905091268412735,1.3738664213720184
29.319809914,184,1,2.1630434782608696,2.0,184.0,1,0,2.2064508405231718,1.379857086998067
6.368090153,185,1,2.156756756756757,1.0,185.0,1,0,2.307364321276636,1.1445604765764055
43.72743988,186,1,2.150537634408602,1.0,186.0,1,0,2.323897673767181,1.148951099606114
543.089339972,187,1,2.144385026737968,1.0,187.0,1,0,2.340416138855829,1.153366161877367
171052.588570118,188,1,2.1382978723404253,1.0,188.0,1,0,2.3541709029787103,1.1594415137305036
52.600359916,189,1,2.132275132275132,1.0,189.0,1,0,2.3734554932246663,1.162240589139464
50.73586011,190,1,2.126315789473684,1.0,190.0,1,0,2.389960592644137,1.1667088707520183
96.18106985,191,1,2.12565445026178,2.0,191.0,1,0,2.321504122761279,1.4124354602323947
5081363.819810153,192,1,2.1197916666666665,1.0,192.0,1,0,2.339986065550604,1.226301543436543
3458935.039949893,193,1,2.1139896373056994,1.0,193.0,1,0,2.3827785347091006,1.2151603778252578
132405.290620089,194,1,2.11340206185567,2.0,194.0,1,0,2.36824856116182,1.4288070927358953
1694751.648210049,195,1,2.107692307692308,1.0,195.0,1,0,2.4437667466803052,1.2087609391613947
18517.287899971,196,1,2.1020408163265305,1.0,196.0,1,0,2.487414840135343,1.1971457615010501
5624917.340529918,197,1,2.0964467005076144,1.0,197.0,1,0,2.4129811529537655,1.255826516363641
241883.179470063,198,1,2.095959595959596,2.0,198.0,1,0,2.4317826909136118,1.4496577848657428
7731.349770069,199,1,2.095477386934673,2.0,199.0,1,0,2.4514750399858403,1.4535117950558651
11558.486809969,200,1,2.095,2.0,200.0,1,0,2.467308432888637,1.4596637924814433
137046.325809955,201,1,2.08955223880597,1.0,201.0,1,0,2.566093674552884,1.2258304046575368
20846.192780018,202,1,2.099009900990099,4.0,202.0,1,0,2.329653368270801,1.9528076153024199
1216582.937799931,203,1,2.1330049261083746,9.0,203.0,-1,1,1.900470294842011,3.179148896135487
2435266.214240074,204,1,2.1323529411764706,2.0,204.0,1,0,2.487227730762429,1.519307605408388
854266.387879848,205,1,2.126829268292683,1.0,205.0,1,0,2.6136891787599605,1.2689835091843527
570353.64658022,206,1,2.121359223300971,1.0,206.0,1,0,2.6347429922776735,1.270858984920269
3650098.613519907,207,1,2.1159420289855078,1.0,207.0,1,0,2.6012549999623396,1.305210222622924
7507098.71987009,208,1,2.1201923076923075,3.0,208.0,1,0,2.3853468054152205,1.8292988818922984
1050233.71882987,209,1,2.119617224880382,2.0,209.0,1,0,2.5903117145193084,1.5334083766942566
1390758.246069909,210,1,2.128571428571429,4.0,210.0,1,0,2.430894023409053,2.0249754778199573
24.393010139,211,1,2.071090047393365,-10.0,211.0,-1,1,3.6568798683634567,-1.3547829615943567
69.299939871,212,1,2.037735849056604,-5.0,212.0,-1,1,3.254572514050799,-0.16021184780596687
90.046110153,213,1,2.004694835680751,-5.0,213.0,-1,1,3.2740888884357195,-0.16387861136801893
1877.763489962,214,1,2.014018691588785,4.0,214.0,1,0,2.529520694010157,2.00219507660297
15193419.80388999,215,1,2.013953488372093,2.0,215.0,-1,1,2.4678088220413685,1.6757023110234304
0.0,1,2,5.0,5.5,1.0,1,0,-1.3070676548473843,1.927128901717496
65.40534997,2,2,5.0,3.5,2.0,1,0,-1.12248309417933,1.4540553139097876
400681.324559927,3,2,5.0,7.5,3.0,1,0,-1.450622569641608,2.4228451776559767
6998190.795069933,4,2,4.25,1.5,4.0,1,0,-0.9521132680414057,0.8294746523495038
333015.057010174,5,2,3.8,1.5,5.0,1,0,-0.7781638888180773,0.6362341812206873
467597.942669869,6,2,4.5,7.0,6.0,1,0,-1.3063916756055258,2.172234475396323
77866.46404004,7,1,4.0,1.0,7.0,1,0,-0.7188167800088714,0.5850095337685645
230357.227129937,8,2,3.625,1.0,8.0,1,0,-0.6673255541666911,0.4816162101703131
468104.158120155,9,1,3.333333333333333,1.0,9.0,1,0,-0.6193218364043551,0.4010274052495381
174180.422699928,10,1,3.1,1.0,10.0,1,0,-0.5727659696915064,0.3343567342431644
409099.662930012,11,1,2.909090909090909,1.0,11.0,1,0,-0.5395022089660403,0.2855336225689474
627181.848910093,12,1,3.333333333333333,8.0,12.0,1,0,-1.1649753734076793,2.099002358642814
2341802.884959937,13,2,3.4615384615384617,7.0,13.0,1,0,-1.1103991513982692,1.922179031959195
5.015290021,14,2,3.571428571428572,6.5,14.0,1,0,-1.0266231808558461,1.8190162738661944
33.199219943,15,2,3.8666666666666663,1.5,15.0,1,0,-0.6217553359056489,0.7156320479525425
21.714240074,16,1,3.75,2.0,16.0,1,0,-0.6315436231265648,0.8051515497411945
2448436.488279819,17,1,3.823529411764706,5.0,17.0,1,0,-0.9166899088487007,1.5761247300806
716568.904910088,18,1,3.6666666666666665,1.0,18.0,1,0,-0.5178377026988185,0.5598838356087856
637.080460071,19,1,3.5789473684210527,2.0,19.0,1,0,-0.5650044730093795,0.7725491347297441
852699.630189896,20,1,3.45,1.0,20.0,1,0,-0.46426550648343823,0.508628359412485
69084.601449966,21,1,3.333333333333333,1.0,21.0,1,0,-0.42274415880049826,0.47227844478434
52483.349040032,22,1,3.227272727272727,1.0,22.0,1,0,-0.39483807773123,0.4465163803872279
76377.875650167,23,1,3.1739130434782608,2.0,23.0,1,0,-0.4578208526238286,0.6766426720917664
744539.525449992,24,1,3.083333333333333,1.0,24.0,1,0,-0.35836695906323013,0.4224727656045349
2624.639839887,25,1,3.0,1.0,25.0,1,0,-0.32122857087418666,0.3965385112549564
176267.653460026,26,1,2.923076923076923,1.0,26.0,1,0,-0.2996472387614882,0.3813651752655162
4.802360058,27,1,2.851851851851852,1.0,27.0,1,0,-0.2730264362991211,0.36452685250833927
347.03895998,28,2,2.7857142857142856,2.0,28.0,1,0,-0.33778734163450375,0.5921130852647666
98230.433909893,29,2,2.7241379310344827,1.0,29.0,1,0,-0.2323127105818088,0.34115242629174175
52884.124959945,30,1,2.7333333333333334,3.0,30.0,1,0,-0.3819200257430781,0.8275425943474183
402494.838420153,31,2,2.7096774193548385,1.5,31.0,1,0,-0.24613884701498476,0.4720948447483702
3540162.175539971,32,1,2.3125,-10.0,32.0,1,0,0.7368548432558975,-2.3683673416491065
35990130.34222007,33,1,2.212121212121212,-1.0,33.0,1,0,-0.5216052462842502,0.07788257963362731
24.192209959,34,2,2.3823529411764706,7.0,34.0,1,0,-0.6197299800912862,1.7068238196203809
27.653769969,35,1,2.5428571428571427,8.0,35.0,1,0,-0.7025273621026118,1.9994380456871963
5.062619925,36,2,2.6944444444444446,8.0,36.0,1,0,-0.7071230093245425,2.052758396687763
5.764500141,37,2,2.8378378378378377,7.5,37.0,1,0,-0.6650410405106635,1.9822587039753619
9.179749966,38,2,2.973684210526316,4.5,38.0,1,0,-0.4111907599631594,1.310326069994643
16.168849945,39,2,2.9743589743589745,5.0,39.0,1,0,-0.437609372389501,1.4366204778305298
14.058219909,40,2,3.025,5.5,40.0,1,0,-0.46958438040976663,1.577924532882812
40.223250151,41,2,3.0,3.0,41.0,1,0,-0.2400332195203869,0.9775074590372484
5.049279928,42,2,3.0476190476190474,6.5,42.0,1,0,-0.5247865286814757,1.8369024351734966
12222062.49654007,43,1,3.0930232558139537,5.0,43.0,1,0,-0.5820146287858002,1.6137200213077707
3896103.615779877,44,2,3.0681818181818183,5.0,44.0,1,0,-0.43199961230396017,1.5336948953117644
64486547.754400015,45,1,3.1777777777777776,8.0,45.0,-1,1,-1.6602488204996653,2.87505746770221
0.0,1,3,7.0,7.0,1.0,1,0,-1.6596178712546166,2.8889488821549603
396416.620539904,2,1,4.0,1.0,2.0,1,0,-0.803193298836481,0.5567912451669853
129062.512680053,3,3,4.333333333333333,6.0,3.0,1,0,-1.2491049873199498,1.8619852267685844
426792.627850056,4,2,3.5,1.5,4.0,1,0,-0.7621649159610197,0.5407614611487086
2598269.210829973,5,2,3.8,5.5,5.0,1,0,-1.1523776235566014,1.6167596596975644
27800.104589939,6,2,3.5,3.5,6.0,1,0,-0.8927544937347707,1.0287607444565756
227104.557280064,7,1,3.2857142857142856,2.0,7.0,1,0,-0.7261752662403205,0.6115464823902249
472776.482919931,8,1,3.375,4.0,8.0,1,0,-0.8929884234018233,1.126329616057201
557678.411720038,9,3,3.111111111111111,3.6666666666666665,9.0,1,0,-0.8282146605156794,0.9772984228025545
218852.331799984,10,1,2.9,1.0,10.0,1,0,-0.5512490678531684,0.2747083464052673
1116541.278919935,11,3,2.727272727272727,5.666666666666667,11.0,1,0,-0.9316491240976893,1.359237126598452
7758741.045000076,12,1,2.6666666666666665,2.0,12.0,1,0,-0.7002342836903278,0.5295601525006108
1099864.03892994,13,3,3.076923076923077,3.6666666666666665,13.0,1,0,-0.7698339370360309,0.9972944952204725
2273.69652009,14,2,3.0,2.0,14.0,1,0,-0.5834413863749484,0.5688839593622949
10611.361069917,15,2,3.2,6.0,15.0,1,0,-0.9274619242231084,1.5939677488561748
25465.056499958,16,2,3.375,7.0,16.0,1,0,-1.0156930618117523,1.89260544975581
338428.418450116,17,1,3.235294117647059,1.0,17.0,1,0,-0.47957798704941595,0.4203930517830968
382812.221590044,18,2,3.1666666666666665,1.5,18.0,1,0,-0.5025902443063137,0.5278231660249122
227190.995599985,19,1,3.1052631578947367,2.0,19.0,1,0,-0.5160011762562199,0.6324419154018827
499065.805340051,20,2,3.2,4.0,20.0,1,0,-0.6874263319803093,1.1506410834808507
341530.679119826,21,2,3.095238095238096,1.0,21.0,1,0,-0.40426477462863597,0.40491007453359823
20.415750026,22,3,3.272727272727273,7.0,22.0,1,0,-0.912434025585355,1.9007139348053728
112169.198050023,23,1,3.347826086956522,5.0,23.0,1,0,-0.7308562029724728,1.4482301248272347
254277.722150087,24,1,3.458333333333333,6.0,24.0,1,0,-0.8139785841602731,1.728722401729803
